name,sap_id,identifier,state,city,postal_code,address_1,address_2,address_3,full_address,phone,fax,latitude,longitude,services,hours
OPSM Marion,1254,OPSM Marion_1254,SA,Oaklands Park,5046,297 Diagonal Rd,,,"297 Diagonal Rd, Oaklands Park, SA, 5046",(08) 8296 5388,(08) 8296 6856,-35.01659,138.54628,"Audiology, Dry Eye, Collect & Return",Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-21:00; Fri: 08:30-17:30; Sat: 08:30-17:00; Sun: 09:00-17:00
Vision Hub Pasadena by OPSM,2962,Vision Hub Pasadena by OPSM_2962,SA,Pasadena,5042,Shop 22/20 Five Ash Drive,,,"Shop 22/20 Five Ash Drive, Pasadena, SA, 5042",(08) 8277 8595,(08) 8357 6227,-35.00053,138.58704,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Port Lincoln,1586,OPSM Port Lincoln_1586,SA,Port Lincoln,5606,19 Liverpool St,,,"19 Liverpool St, Port Lincoln, SA, 5606",(08) 8682 2729,(08) 8682 2882,-34.72203,135.85852,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-13:00; Sun: closed
OPSM North Park,1256,OPSM North Park_1256,SA,Prospect Adelaide,5082,264 Main North Rd,,,"264 Main North Rd, Prospect Adelaide, SA, 5082",(08) 8269 5244,(08) 8269 4426,-34.87545,138.60192,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:30; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Salisbury,1066,OPSM Salisbury_1066,SA,Salisbury,5108,68 John St,,,"68 John St, Salisbury, SA, 5108",(08) 8258 6211,(08) 8281 8223,-34.76038,138.64561,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Seaford,1514,OPSM Seaford_1514,SA,Seaford,5169,Commercial Rd &amp; The Prde,,,"Commercial Rd &amp; The Prde, Seaford, SA, 5169",(08) 8386 3400,(08) 8386 3422,-35.18854,138.47908,"Kids Vision Centre, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Mitcham,1289,OPSM Mitcham_1289,SA,Torrens Park,5062,119 Belair Rd,,,"119 Belair Rd, Torrens Park, SA, 5062",(08) 8272 6300,(08) 8373 4723,-34.97552,138.61054,Collect & Return,Mon: 09:00-18:00; Tue: 09:00-18:00; Wed: 09:00-18:00; Thu: 09:00-19:00; Fri: 09:00-18:00; Sat: 09:30-17:00; Sun: 09:00-17:00
OPSM Brickworks,2930,OPSM Brickworks_2930,SA,Torrensville,5031,Cnr South Rd &amp; Ashwin Prde,,,"Cnr South Rd &amp; Ashwin Prde, Torrensville, SA, 5031",(08) 8305 1020,(08) 8305 1021,-34.91373,138.56479,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-16:00
OPSM Victor Harbor,7082,OPSM Victor Harbor_7082,SA,Victor Harbor,5211,77 Torrens St,,,"77 Torrens St, Victor Harbor, SA, 5211",(08) 8552 2655,(08) 8552 5166,-35.55585,138.62196,,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-13:00; Sun: closed
OPSM West Lakes,1081,OPSM West Lakes_1081,SA,West Lakes,5021,111 West Lakes Mall Blvd,,,"111 West Lakes Mall Blvd, West Lakes, SA, 5021",(08) 8355 6188,(08) 8355 6180,-34.87943,138.49075,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 09:00-17:00
OPSM Whyalla,1583,OPSM Whyalla_1583,SA,Whyalla,5608,Nicolson Ave,,,"Nicolson Ave, Whyalla, SA, 5608",(08) 8645 2722,(08) 8645 2023,-33.0278,137.53215,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-19:00; Fri: 08:30-17:30; Sat: 08:30-13:30; Sun: closed
OPSM Woodcroft,1573,OPSM Woodcroft_1573,SA,Woodcroft,5162,Cnr Bains &amp; Panalatinga Rd,,,"Cnr Bains &amp; Panalatinga Rd, Woodcroft, SA, 5162",(08) 8325 2011,(08) 8325 2349,-35.11402,138.54753,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-18:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Burnie,2287,OPSM Burnie_2287,TAS,Burnie,7320,46 Mount St,,,"46 Mount St, Burnie, TAS, 7320",(03) 6431 8177,(03) 6431 6122,-41.05206,145.90485,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-17:30; Fri: 08:30-17:30; Sat: 08:30-16:00; Sun: closed
OPSM Devonport,2294,OPSM Devonport_2294,TAS,Devonport,7310,31 Rooke St,,,"31 Rooke St, Devonport, TAS, 7310",(03) 6423 1166,(03) 6423 6616,-41.1805,146.3602,"Dry Eye, Collect & Return",Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-17:30; Fri: 08:30-17:30; Sat: 09:00-16:00; Sun: 10:00-15:00
OPSM Glenorchy,1662,OPSM Glenorchy_1662,TAS,Glenorchy,7010,387 - 393 Main Rd,,,"387 - 393 Main Rd, Glenorchy, TAS, 7010",(03) 6272 1670,(03) 6273 0883,-42.83223,147.27323,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-19:00; Sat: 09:00-17:00; Sun: 10:00-15:00
OPSM Hobart Collins St,2293,OPSM Hobart Collins St_2293,TAS,Hobart,7000,140 Collins St,,,"140 Collins St, Hobart, TAS, 7000",(03) 6270 6555,(03) 8354 6273,-42.88319,147.32788,"Dry Eye, Collect & Return",Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-17:30; Fri: 08:30-17:30; Sat: 09:00-17:00; Sun: 10:00-15:00
OPSM Kingsmeadow,1666,OPSM Kingsmeadow_1666,TAS,Kings Meadows,7249,106 Hobart Rd,,,"106 Hobart Rd, Kings Meadows, TAS, 7249",(03) 6344 5555,(03) 6344 2897,-41.46717,147.15871,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: 10:00-15:00
OPSM Kingston,2292,OPSM Kingston_2292,TAS,Kingston,7050,2 Kingston Plaza,,,"2 Kingston Plaza, Kingston, TAS, 7050",(03) 6229 9911,(03) 6229 9922,-42.9746,147.31091,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-14:00; Sun: closed
OPSM Launceston,2291,OPSM Launceston_2291,TAS,Launceston,7250,64 Brisbane St,,,"64 Brisbane St, Launceston, TAS, 7250",(03) 6331 1755,(03) 6334 7999,-41.43637,147.14029,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: closed
OPSM Moonah,2290,OPSM Moonah_2290,TAS,Moonah,7009,110 Main Rd,,,"110 Main Rd, Moonah, TAS, 7009",(03) 6272 0733,(03) 6272 0214,-42.84597,147.29339,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-13:00; Sun: closed
OPSM Rosny,2289,OPSM Rosny_2289,TAS,Rosny,7018,13 Bayfield St,,,"13 Bayfield St, Rosny, TAS, 7018",(03) 6244 6600,(03) 6245 0270,-42.86681,147.37075,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: closed
OPSM Wynyard,2288,OPSM Wynyard_2288,TAS,Wynyard,7325,124 Goldie St,,,"124 Goldie St, Wynyard, TAS, 7325",(03) 6442 4440,(03) 6442 4091,-40.99001,145.72552,Collect & Return,Mon: closed; Tue: 17:30-closed; Wed: 08:30-17:30; Thu: closed; Fri: closed; Sat: closed; Sun: closed
OPSM Airport West,1488,OPSM Airport West_1488,VIC,Airport West,3042,29 - 35 Louis St,,,"29 - 35 Louis St, Airport West, VIC, 3042",(03) 9335 2077,(03) 9335 2845,-37.7143,144.88516,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Altona Gate,1428,OPSM Altona Gate_1428,VIC,Altona Gate,3025,124 - 134 Millers Rd,,,"124 - 134 Millers Rd, Altona Gate, VIC, 3025",(03) 9315 1510,(03) 9315 2350,-37.82781,144.8475,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-20:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Bairnsdale,2914,OPSM Bairnsdale_2914,VIC,Bairnsdale,3875,111 Nicholson St,,,"111 Nicholson St, Bairnsdale, VIC, 3875",(03)5152 6741,(03) 5152 6751,-37.82561,147.62948,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: closed; Sun: closed
OPSM Ballarat,1057,OPSM Ballarat_1057,VIC,Ballarat,3350,18 Armstrong St South,,,"18 Armstrong St South, Ballarat, VIC, 3350",(03) 5333 3120,(03) 5333 4472,-37.56287,143.85536,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-20:00; Sat: 09:00-17:00; Sun: 11:00-16:00
OPSM Ballarat Bridge Mall,2261,OPSM Ballarat Bridge Mall_2261,VIC,Ballarat,3350,Sturt St,,,"Sturt St, Ballarat, VIC, 3350",(03) 5332 8285,(03) 5332 2522,-37.56287,143.85536,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: closed
OPSM Bendigo Marketplace,1037,OPSM Bendigo Marketplace_1037,VIC,Bendigo,3550,116-120 Mitchell St,,,"116-120 Mitchell St, Bendigo, VIC, 3550",(03) 5443 4662,(03) 5441 6209,-36.76571,144.28054,"Audiology, Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-18:00; Fri: 09:00-19:00; Sat: 09:00-17:00; Sun: 10:00-16:00
QUEEN ST BENDIGO,7008,QUEEN ST BENDIGO_7008,VIC,Bendigo,3550,23 Queen St,,,"23 Queen St, Bendigo, VIC, 3550",(03) 5441 6086,(03) 5441 6152,-36.7609,144.2809,,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-17:30; Fri: 08:30-17:30; Sat: 08:30-13:00; Sun: closed
OPSM Bentleigh,1134,OPSM Bentleigh_1134,VIC,Bentleigh,3204,414 Centre Rd,,,"414 Centre Rd, Bentleigh, VIC, 3204",(03) 9557 6005,(03) 9557 8834,-37.91834,145.03733,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-14:00
OPSM Berwick,7046,OPSM Berwick_7046,VIC,Berwick,3806,57 High St,,,"57 High St, Berwick, VIC, 3806",(03) 9707 5556,(03) 9707 2185,-38.03083,145.34692,,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:30; Fri: 09:00-17:30; Sat: 09:00-15:00; Sun: closed
OPSM Middle Brighton,7075,OPSM Middle Brighton_7075,VIC,Brighton,3186,45 Church St.,,,"45 Church St., Brighton, VIC, 3186",(03) 9592 7522,(03) 9593 2482,-37.91347,144.99437,,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 08:30-18:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-15:00
OPSM Brunswick,1482,OPSM Brunswick_1482,VIC,Brunswick,3056,Barkly St,,,"Barkly St, Brunswick, VIC, 3056",(03) 9387 8122,(03) 9387 2297,-37.7756,144.9622,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-20:00; Fri: 09:00-19:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Chadstone,1410,OPSM Chadstone_1410,VIC,Chadstone,3148,1341 Dandenong Rd,,,"1341 Dandenong Rd, Chadstone, VIC, 3148",(03) 9563 1872,(03) 9569 0266,-37.8861,145.08171,"Dry Eye, Collect & Return",Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-21:00; Fri: 08:30-21:00; Sat: 08:30-21:00; Sun: 09:30-19:00
OPSM Southland,1407,OPSM Southland_1407,VIC,Cheltenham,3192,1239 Nepean Hwy,,,"1239 Nepean Hwy, Cheltenham, VIC, 3192",(03) 9584 3404,(03) 9585 0760,-37.95848,145.05578,"Dry Eye, Collect & Return",Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-21:00; Fri: 08:30-21:00; Sat: 08:30-17:00; Sun: 09:30-17:00
OPSM Chirnside Park,1649,OPSM Chirnside Park_1649,VIC,Chirnside Park,3116,Cnr Marroondah Hwy &amp; Edward Rd,,,"Cnr Marroondah Hwy &amp; Edward Rd, Chirnside Park, VIC, 3116",(03) 9727 1877,(03) 9727 1707,-37.75715,145.31338,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Camberwell,1043,OPSM Camberwell_1043,VIC,City of Camberwell,3124,586-590 Burke Rd,,,"586-590 Burke Rd, City of Camberwell, VIC, 3124",(03) 9882 5171,(03) 9882 9984,-37.83047,145.05696,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-19:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Cobram,2254,OPSM Cobram_2254,VIC,Cobram,3644,26 William St,,,"26 William St, Cobram, VIC, 3644",(03) 5872 2366,(03) 5871 1006,-35.92005,145.65102,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-15:00; Sun: closed
OPSM Coburg,1144,OPSM Coburg_1144,VIC,Coburg,3058,55 Waterfield St,,,"55 Waterfield St, Coburg, VIC, 3058",(03) 9354 8730,(03) 9354 8911,-37.74157,144.96503,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-16:00; Sun: closed
OPSM Corio Village,1291,OPSM Corio Village_1291,VIC,Corio,3214,Cnr Bacchus Marsh &amp; Purnell Rd,,,"Cnr Bacchus Marsh &amp; Purnell Rd, Corio, VIC, 3214",(03) 5274 2277,(03) 5274 2279,-38.07533,144.35598,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-19:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Craigieburn,2282,OPSM Craigieburn_2282,VIC,Craigieburn,3064,340 Craigieburn Rd,,,"340 Craigieburn Rd, Craigieburn, VIC, 3064",(03) 9219 0594,(03) 9219 0567,-37.59268,144.91476,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Cranbourne,1290,OPSM Cranbourne_1290,VIC,Cranbourne,3977,High St,,,"High St, Cranbourne, VIC, 3977",(03) 5995 2977,(03) 5995 2957,-38.10894,145.28248,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Croydon,2999,OPSM Croydon_2999,VIC,Croydon,3136,100 Main St,,,"100 Main St, Croydon, VIC, 3136",(03) 9725 7633,(03) 9723 7341,-37.79629,145.28133,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-13:00; Sun: closed
OPSM Dandenong,1486,OPSM Dandenong_1486,VIC,Dandenong,3175,Dandenong Square,,,"Dandenong Square, Dandenong, VIC, 3175",(03) 9792 1383,(03) 9794 7802,-37.98766,145.21746,"Audiology, Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-19:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Brimbank,1312,OPSM Brimbank_1312,VIC,Deer Park,3023,Cnr Neale Rd &amp; Station Rd,,,"Cnr Neale Rd &amp; Station Rd, Deer Park, VIC, 3023",(03) 9363 8022,(03) 9363 8094,-37.75162,144.77559,"Audiology, Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Doncaster,1214,OPSM Doncaster_1214,VIC,Doncaster,3108,619 Doncaster Rd,,,"619 Doncaster Rd, Doncaster, VIC, 3108",(03) 9848 3299,(03) 9840 1456,-37.78511,145.1262,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:30; Sun: 10:00-17:00
OPSM Elsternwick,1156,OPSM Elsternwick_1156,VIC,Elsternwick,3185,409 Glen Huntly Rd,,,"409 Glen Huntly Rd, Elsternwick, VIC, 3185",(03) 9528 6329,(03) 9532 8202,-37.88471,145.00537,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 13:00-17:00
OPSM Pacific Epping,1032,OPSM Pacific Epping_1032,VIC,Epping,3076,High St &amp; Cooper St,,,"High St &amp; Cooper St, Epping, VIC, 3076",(03) 9408 9280,(03) 9408 9285,-37.65371,145.0191,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Forest Hill Chase,1487,OPSM Forest Hill Chase_1487,VIC,Forest Hill,3131,270 Canterbury Rd,,,"270 Canterbury Rd, Forest Hill, VIC, 3131",(03) 9894 1600,(03) 9878 2821,-37.83544,145.16488,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Frankston,1087,OPSM Frankston_1087,VIC,Frankston,3199,2 Olsen St,,,"2 Olsen St, Frankston, VIC, 3199",(03) 9770 1101,(03) 9770 2934,-38.14193,145.12404,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Geelong,1485,OPSM Geelong_1485,VIC,Geelong,3220,95 Malop St,,,"95 Malop St, Geelong, VIC, 3220",(03) 5222 4399,(03) 5222 3637,-38.14725,144.36199,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Glen Waverley,1152,OPSM Glen Waverley_1152,VIC,Glen Waverley,3150,235 Springvale Rd,,,"235 Springvale Rd, Glen Waverley, VIC, 3150",(03) 9887 8699,(03) 9887 8346,-37.87631,145.16521,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Greensborough,1157,OPSM Greensborough_1157,VIC,Greensborough,3088,25 Main St,,,"25 Main St, Greensborough, VIC, 3088",(03) 9435 6784,(03) 9432 0443,-37.70286,145.10263,"Dry Eye, Collect & Return",Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Eye Hub,1507,OPSM Eye Hub_1507,VIC,Hawthorn,3122,174-176 Burwood Rd,,,"174-176 Burwood Rd, Hawthorn, VIC, 3122",(03) 9819 5424,(03) 9819 5481,-37.82193,145.02896,"Dry Eye, Kids Vision Centre, Collect & Return",Mon: 08:30-18:00; Tue: 08:30-18:00; Wed: 08:30-18:00; Thu: 08:30-18:30; Fri: 08:30-18:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Ivanhoe,1089,OPSM Ivanhoe_1089,VIC,Ivanhoe,3079,4-12 Livingstone St,,,"4-12 Livingstone St, Ivanhoe, VIC, 3079",(03) 9499 6100,(03) 9499 3260,-37.76826,145.04172,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-19:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Parkmore,1078,OPSM Parkmore_1078,VIC,Keysborough,3173,317 Cheltenham Rd,,,"317 Cheltenham Rd, Keysborough, VIC, 3173",(03) 9701 8425,(03) 9701 8427,-37.99223,145.1723,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:30; Fri: 09:00-19:30; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Malvern,7076,OPSM Malvern_7076,VIC,Malvern,3144,110-122 Wattletree Rd,,,"110-122 Wattletree Rd, Malvern, VIC, 3144",(03) 9509 1436,(03) 9576 0053,-37.86245,145.02843,,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-15:00
OPSM Highpoint,1478,OPSM Highpoint_1478,VIC,Maribyrnong,3032,200 Rosamond Rd,,,"200 Rosamond Rd, Maribyrnong, VIC, 3032",(03) 9318 3444,(03) 9318 1874,-37.77333,144.88915,"Audiology, Dry Eye, Collect & Return",Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-21:00; Fri: 08:30-21:00; Sat: 08:30-18:00; Sun: 10:00-17:00
OPSM 233 Collins St,1589,OPSM 233 Collins St_1589,VIC,Melbourne,3000,233 - 239 Collins St,,,"233 - 239 Collins St, Melbourne, VIC, 3000",(03) 9650 8822,(03) 9650 7959,-37.81137,144.96337,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-19:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Bourke Street,1472,OPSM Bourke Street_1472,VIC,Melbourne,3000,335 Bourke St,,,"335 Bourke St, Melbourne, VIC, 3000",(03) 9670 9885,(03) 9606 0479,-37.81137,144.96337,"Dry Eye, Collect & Return",Mon: 08:30-18:00; Tue: 08:30-18:00; Wed: 08:30-18:00; Thu: 08:30-18:00; Fri: 08:30-18:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Collins Place,1030,OPSM Collins Place_1030,VIC,Melbourne,3000,45 Collins St,,,"45 Collins St, Melbourne, VIC, 3000",(03) 9650 3599,(03) 9654 7657,-37.81416,144.97268,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: closed
OPSM Melbourne Central,1091,OPSM Melbourne Central_1091,VIC,Melbourne,3000,211 La Trobe St,,,"211 La Trobe St, Melbourne, VIC, 3000",(03) 9650 2365,(03) 9650 7982,-37.81137,144.96337,Collect & Return,Mon: 10:00-18:30; Tue: 10:00-18:30; Wed: 10:00-18:30; Thu: 10:00-20:00; Fri: 10:00-20:00; Sat: 10:00-18:00; Sun: 10:00-18:00
OPSM MELTON,2352,OPSM MELTON_2352,VIC,Melton,3337,Cnr High &amp; Coburn Rd,,,"Cnr High &amp; Coburn Rd, Melton, VIC, 3337",(03) 9743 4768,(03) 9743 6372,-37.68577,144.56483,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-19:00; Fri: 09:00-19:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Plenty Valley,1506,OPSM Plenty Valley_1506,VIC,Mill Park,3082,415 Mcdonalds Rd,,,"415 Mcdonalds Rd, Mill Park, VIC, 3082",(03) 9436 7688,(03) 9437 9024,-37.65169,145.07333,Collect & Return,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-21:00; Fri: 09:00-21:00; Sat: 09:00-17:00; Sun: 10:00-17:00
OPSM Moonee Ponds,7081,OPSM Moonee Ponds_7081,VIC,Moonee Ponds,3039,114 Puckle St,,,"114 Puckle St, Moonee Ponds, VIC, 3039",(03) 9370 4407,(03) 9370 0740,-37.76675,144.92092,Dry Eye,Mon: 09:00-17:30; Tue: 09:00-17:30; Wed: 09:00-17:30; Thu: 09:00-17:30; Fri: 09:00-17:30; Sat: 09:00-17:00; Sun: 11:00-15:00
OPSM Mornington,1148,OPSM Mornington_1148,VIC,Mornington,3931,78 Barkly St,,,"78 Barkly St, Mornington, VIC, 3931",(03) 5975 6576,(03) 5977 0226,-38.21891,145.03952,"Dry Eye, Collect & Return",Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-19:00; Fri: 08:30-19:00; Sat: 08:30-17:00; Sun: 10:00-17:00
OPSM Morwell,1145,OPSM Morwell_1145,VIC,Morwell,3840,Cnr Centre Valley Rd &amp; Princes Dr,,,"Cnr Centre Valley Rd &amp; Princes Dr, Morwell, VIC, 3840",(03) 5134 1284,(03) 5133 6984,-38.23713,146.42936,Collect & Return,Mon: 08:30-17:30; Tue: 08:30-17:30; Wed: 08:30-17:30; Thu: 08:30-18:00; Fri: 08:30-19:00; Sat: 09:00-17:00; Sun: 10:00-16:00
