portfolio_asset_id,group_id,canonical_name,country,state,aliases,preferred_place_id,roles,ownership_percentage,gla_sqm,tenancy_count,annual_visits_m,source_url,source_type,source_date,last_verified_at,confidence,status,public_note
fawkner-willows,group-fawkner,Willows Shopping Centre,Australia,QLD,Townsville Willows Shopping Centre,place-au-qld-townsville-willows-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,44507,149,,https://www.fawknerproperty.com.au/portfolio/willows-shopping-centre,Official current manager portfolio profile,2026-09-02,2026-09-02,High,ACTIVE,Fawkner publishes the current centre profile and direct leasing pathway
fawkner-square-mirrabooka,group-fawkner,The Square Mirrabooka,Australia,WA,Mirrabooka Square Shopping Centre,place-au-wa-mirrabooka-square-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,42555,139,,https://www.fawknerproperty.com.au/portfolio/the-square-mirrabooka,Official current manager portfolio profile,2026-09-02,2026-09-02,High,ACTIVE,Fawkner publishes the current centre profile and direct leasing pathway
fawkner-midland-gate,group-fawkner,Midland Gate,Australia,WA,Midland Gate Shopping Centre,place-au-wa-midland-gate-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,68964,203,,https://www.fawknerproperty.com.au/portfolio/midland-gate,Official current manager portfolio profile,2026-09-02,2026-09-02,High,ACTIVE,Fawkner publishes the current centre profile and direct leasing pathway
fawkner-earlville,group-fawkner,Earlville Shopping Town,Australia,QLD,,place-au-qld-earlville-shopping-town,MANAGER|OPERATOR|LEASING_CONTROLLER,,48243,142,,https://www.fawknerproperty.com.au/portfolio/earlville-shopping-town,Official current manager portfolio profile,2026-09-02,2026-09-02,High,ACTIVE,Fawkner publishes the current centre profile and direct leasing pathway
fawkner-gladstone-centre-plaza,group-fawkner,Gladstone Centre Plaza,Australia,QLD,,place-au-qld-gladstone-centre-plaza,MANAGER|OPERATOR|LEASING_CONTROLLER,,28939,57,,https://www.fawknerproperty.com.au/portfolio/gladstone-centre-plaza,Official current manager portfolio profile,2026-09-02,2026-09-02,High,ACTIVE,Fawkner publishes the current centre profile and direct leasing pathway
fawkner-karratha-city,group-fawkner,Karratha City Plaza,Australia,WA,,place-au-wa-karratha-city-plaza,MANAGER|OPERATOR|LEASING_CONTROLLER,,22985,59,,https://www.fawknerproperty.com.au/portfolio/karratha-city,Official current manager portfolio profile,2026-09-02,2026-09-02,High,ACTIVE,Fawkner publishes the current centre profile and direct leasing pathway
fawkner-mount-pleasant,group-fawkner,Mount Pleasant Centre,Australia,QLD,Mackay Mt Pleasant Shopping Centre,place-au-qld-mackay-mt-pleasant-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,22589,102,,https://www.fawknerproperty.com.au/portfolio/mount-pleasant-centre,Official current manager portfolio profile,2026-09-02,2026-09-02,High,ACTIVE,Fawkner publishes the current centre profile and direct leasing pathway
fawkner-cairns-central,group-fawkner,Cairns Central,Australia,QLD,Cairns Shopping Centre,place-au-qld-cairns-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,51972,172,10.3,https://www.fawknerproperty.com.au/portfolio/cairns-central,Official current manager portfolio profile,2026-09-02,2026-09-02,High,ACTIVE,Fawkner publishes the current centre profile and direct leasing pathway
fawkner-nowra-centre-plaza,group-fawkner,Nowra Centre Plaza,Australia,NSW,Nowra Plaza,place-au-nsw-nowra-plaza,MANAGER|OPERATOR|LEASING_CONTROLLER,,16038,51,,https://www.fawknerproperty.com.au/portfolio/nowra-centre-plaza,Official current manager portfolio profile,2026-09-02,2026-09-02,High,ACTIVE,Fawkner publishes the current centre profile and direct leasing pathway
fawkner-figtree-grove,group-fawkner,Figtree Grove,Australia,NSW,Figtree Grove Shopping Centre,place-au-nsw-figtree-grove-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,21984,90,,https://www.fawknerproperty.com.au/portfolio/figtree-grove,Official current manager portfolio profile,2026-09-02,2026-09-02,High,ACTIVE,Fawkner publishes the current centre profile and direct leasing pathway
fawkner-settlement-city,group-fawkner,Settlement City,Australia,NSW,Settlement City Shopping Centre,place-au-nsw-settlement-city-shopping-centre,MANAGER|OPERATOR|LEASING_CONTROLLER,,19554,70,,https://www.fawknerproperty.com.au/portfolio/settlement-city,Official current manager portfolio profile,2026-09-02,2026-09-02,High,ACTIVE,Fawkner publishes the current centre profile and direct leasing pathway
