retailer,store_id,affiliations,name,status,country,state,suburb,postcode,full_address,phone,latitude,longitude,official_url,services,audiology,venue_name,venue_id,location_type,classification_confidence,classification_basis,store_area_sqm,area_measure,area_source,area_date,area_confidence,source_url,fetched_at
Specsavers,specsavers-3437,,Cairns Earlville,Active,Australia,QLD,Earlville,4870,"Shop 102, Earlville Shopping Town, 537 Mulgrave Road, Earlville, QLD, 4870",(07) 4033 7045,-16.943556,145.74045,https://www.specsavers.com.au/stores/cairnsearlville,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/cairnsearlville,2026-09-01T23:21:29.969Z
OPSM,opsm-1569,,OPSM Elanora,Active,Australia,QLD,Elanora,4221,"Guineas Creek Rd & Kp Mcgrath Dr, Elanora, QLD, 4221",(07) 5598 1255,-28.13485,153.46946,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Oscar Wylee,oscar-wylee-151,,The Pines Elanora,Active,Australia,QLD,Elanora,4221,"Shop 13, The Pines Elanora 13/31 Guineas Creek Road and, K P McGrath Dr Elanora QLD 4221",(07) 2139 8076,-28.134910308445,153.46874867116,https://www.oscarwylee.com.au/locations/locations/optometrist-elanora.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-elanora.html,2026-09-01T07:43:15+00:00
Specsavers,specsavers-3303,,Townsville Domain Central,Active,Australia,QLD,Garbutt,4814,"Shop G1 Domain Central, Duckworth St, Garbutt, QLD, 4814",(07) 4728 3299,-19.278137,146.75835,https://www.specsavers.com.au/stores/townsville,Optometry,false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/townsville,2026-09-01T23:21:29.969Z
OPSM,opsm-2958,,OPSM Fairfield Central Townsville,Active,Australia,QLD,Idalia,4811,"2/30 Lakeside Dr, Idalia, QLD, 4811",(07) 4735 8721,-19.3158,146.8179,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-2283,,OPSM Townsville The Willows,Active,Australia,QLD,Kirwan,4817,"Thuringowa Dr, Kirwan, QLD, 4817",(07) 4723 8500,-19.31574,146.72682,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Specsavers,specsavers-3653,,Lutwyche,Active,Australia,QLD,Lutwyche,4030,"Shop T3.26 HomeCo, 543 Lutwyche Road, Lutwyche, QLD, 4030",(07) 3558 7448,-27.422167,153.03468,https://www.specsavers.com.au/stores/lutwyche,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/lutwyche,2026-09-01T23:21:29.969Z
Laubman & Pank,laubman-pank-mackay-optometrist,,Laubman & Pank Mackay Sydney Street Markets,Active,Australia,QLD,Mackay,4740,"Shop 13 & 14, Sydney Street Markets, , Mackay, QLD, 4740",(07) 4953 1444,-21.14121,149.185625,https://www.laubmanandpank.com.au/store/mackay-optometrist,,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.laubmanandpank.com.au/store-finder,2026-09-02T12:40:25.820359+00:00
OPSM,opsm-2968,,OPSM North Lakes,Active,Australia,QLD,Mango Hill,4509,"Cnr Anzac Ave & North Lakes Dr, Mango Hill, QLD, 4509",(07) 3482 2099,-27.24073,153.01491,https://www.opsm.com.au/en/opsm-au/find-store,"Kids Vision Centre, Collect & Return",false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Independent / Other optical,independent-other-optical-provision-17531,provision,Total Optical Pty Ltd,Active,Australia,QLD,Manunda,4870,"Cnr Gatton & Newton Sts, Manunda, Queensland, 4870",,-16.923246,145.756407,https://www.provision.com.au/practice/total-optical-pty-ltd/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.provision.com.au/search-results/,2026-09-02T12:40:25.820359+00:00
OPSM,opsm-1263,,OPSM Maroochydore,Active,Australia,QLD,Maroochydore,4558,"154 - 164 Horton Pde, Maroochydore, QLD, 4558",(07) 5479 3444,-26.65452,153.08724,https://www.opsm.com.au/en/opsm-au/find-store,"Audiology, Dry Eye, Collect & Return",true,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Optical Superstore,optical-superstore-60456,,Cairns – Mt Sheridan,Active,Australia,QLD,Mount Sheridan,4868,"106 Barnard Dr,, Mount Sheridan, QLD, 4868",(07) 4033 2777,-16.989845,145.740277,https://opticalsuperstore.com.au/find-your-nearest-store/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://opticalsuperstore.com.au/find-your-nearest-store/,2026-09-02T12:40:25.820359+00:00
Specsavers,specsavers-3572,,Toowoomba Clifford Gardens,Active,Australia,QLD,Newtown,4350,"GF082 James Street, Newtown, QLD, 4350",(07) 4634 5773,-27.564692,151.93233,https://www.specsavers.com.au/stores/toowoombacliffordgardens,Optometry; Audiology,true,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.specsavers.com.au/stores/toowoombacliffordgardens,2026-09-01T23:21:29.969Z
Independent / Other optical,independent-other-optical-provision-17558,provision,Noosa Optical,Active,Australia,QLD,Noosa Heads,4567,"1 Lanyana Way, Noosa Heads, Queensland, 4567",,-26.39914,153.091393,https://www.provision.com.au/practice/noosa-optical/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.provision.com.au/search-results/,2026-09-02T12:40:25.820359+00:00
Eyecare Plus,eyecare-plus-657,,Eyecare Plus Optometrists Nundah,Active,Australia,QLD,Nundah Village,4012,"1190 Sandgate Rd., Nundah Village, QLD, 4012",(07) 3266 6444,-27.402553,153.060056,https://www.eyecareplus.com.au/nundah/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.eyecareplus.com.au/find-optometrist/,2026-09-02T12:40:25.820359+00:00
Specsavers,specsavers-3343,,Hervey Bay Pialba,Active,Australia,QLD,Pialba,4655,"Shop 16, Pialba Place, Cnr Hunter St & Old Marybough Rd, Pialba, QLD, 4655",(07) 4128 4833,-25.283688,152.83966,https://www.specsavers.com.au/stores/herveybaypialba,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/herveybaypialba,2026-09-01T23:21:29.969Z
OPSM,opsm-1064,,OPSM Rockhampton,Active,Australia,QLD,Rockhampton,4701,"Yaamba Rd & Bruce Hwy, Rockhampton, QLD, 4701",(07) 4928 0022,-23.35608,150.52231,https://www.opsm.com.au/en/opsm-au/find-store,"Dry Eye, Collect & Return",false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
George & Matilda,george-matilda-17223,,Elite Eyecare – Runaway Bay,Active,Australia,QLD,Runaway Bay,4216,"Shop 62 10/12 Lae Dr, Runaway Bay, QLD, 4216, Australia",07 5528 8700,-27.913709,153.4006186,https://georgeandmatilda.com.au/stores/optometrist-runaway-bay-qld/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://georgeandmatilda.com.au/find-a-store/,2026-09-02T12:40:25.820359+00:00
OPSM,opsm-1076,,OPSM Runaway Bay,Active,Australia,QLD,Runaway Bay,4216,"10 - 12 Lae Dr, Runaway Bay, QLD, 4216",(07) 5529 1166,-27.91408,153.39963,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
George & Matilda,george-matilda-496,,George & Matilda Eyecare for Sanctuary Cove Optical,Active,Australia,QLD,Sanctuary Cove,4212,"Shop 4a/2 Masthead Way, Sanctuary Cove, QLD, 4212, Australia",(07) 5514 8220,-27.8538351,153.3603319,https://georgeandmatilda.com.au/stores/optometrist-sanctuary-cove-qld/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://georgeandmatilda.com.au/find-a-store/,2026-09-02T12:40:25.820359+00:00
OPSM,opsm-1343,,OPSM Southport,Active,Australia,QLD,Southport,4215,"42 Marine Pde, Southport, QLD, 4215",(07) 5531 1128,-27.96859,153.41572,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Specsavers,specsavers-3453,,Southport - Australia Fair S/C,Active,Australia,QLD,Southport,4215,"Shop G096 Marine Parade, Southport, QLD, 4215",(07) 5564 0917,-27.967402,153.41563,https://www.specsavers.com.au/stores/australiafair,Optometry; Audiology,true,,,Shopping Centre,High,Official name/address contains shopping-centre evidence,,,,,Unknown,https://www.specsavers.com.au/stores/australiafair,2026-09-01T23:21:29.969Z
Oscar Wylee,oscar-wylee-93,,Orion Springfield,Active,Australia,QLD,Springfield Central,4300,"Ground Floor, Shop 66, 1 Main St, Springfield Central QLD 4300",(07) 3418 3224,-27.676932972701,152.90222645767,https://www.oscarwylee.com.au/locations/locations/optometrist-springfield.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-springfield.html,2026-09-01T07:43:15+00:00
Specsavers,specsavers-3567,,Springfield,Active,Australia,QLD,Springfield Central,4300,"Shop 4-6 Orion Springfield Central, 1 Main Street, Springfield Central, QLD, 4300",(07) 3470 1155,-27.677938,152.9033,https://www.specsavers.com.au/stores/springfield,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/springfield,2026-09-01T23:21:29.969Z
George & Matilda,george-matilda-17208,,Neilson Eyecare,Active,Australia,QLD,Toowoomba,4350,"128 Russell St (Cnr Cecil St), Toowoomba, QLD, 4350, Australia",07 4638 2377,-27.5582028,151.9454518,https://georgeandmatilda.com.au/stores/optometrist-toowoomba-city-qld/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://georgeandmatilda.com.au/find-a-store/,2026-09-02T12:40:25.820359+00:00
Bailey Nelson,bailey-nelson-mt-gravatt,,Bailey Nelson Mt Gravatt - NEW LOCATION,Active,Australia,QLD,Upper Mount Gravatt,4122,"Kessels Rd, Upper Mount Gravatt, QLD, 4122",+61737093762,-27.5637584,153.0848465,https://baileynelson.com.au/pages/optometrist-mt-gravatt,Optometry Services; Bulk-Billed Eye Tests; Private Eye Tests from $65; Contact Lens Eye Tests; Visual Fields Testing; Ultra-wide retinal imaging; Optical & Sunglass styling; Free frame adjustments,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://baileynelson.com.au/pages/optometrist-mt-gravatt,2026-09-01T07:42:35+00:00
Specsavers,specsavers-3664,,Yamanto,Active,Australia,QLD,Yamanto,4305,"Shop 4-5, Yamanto Central, 488 Warwick Road, Yamanto, QLD, 4305",,-27.660442,152.74191,https://www.specsavers.com.au/stores/yamanto,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/yamanto,2026-09-01T23:21:29.969Z
Independent / Other optical,independent-other-optical-osm-au-node-13067885816,,Aryoo Eyewear,Mapped,Australia,SA,,,Australia,+61 8 8396 8629,-34.9236253,138.6037824,https://www.aryooeyewear.com.au/,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/13067885816,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-2402171927,,Ken Chenery,Mapped,Australia,SA,,,"66 a, Australia",,-34.9236835,138.6020334,https://www.openstreetmap.org/node/2402171927,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/2402171927,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-5977220533,,National Pharmacies Optical,Mapped,Australia,SA,,,Australia,,-35.0204536,138.616705,https://www.openstreetmap.org/node/5977220533,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5977220533,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-8783937933,,National Pharmacies Optical,Mapped,Australia,SA,,,Australia,,-34.9213578,138.6348318,https://www.openstreetmap.org/node/8783937933,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/8783937933,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-13253287112,,Optical Superstore,Mapped,Australia,SA,,,Australia,,-34.830364,138.6480254,https://www.openstreetmap.org/node/13253287112,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/13253287112,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-4744133082,,Port Adelaide Eyewear,Mapped,Australia,SA,,,Australia,,-34.8449717,138.5044317,https://www.openstreetmap.org/node/4744133082,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4744133082,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-4671719161,,Thomas & Mackay Optometrists,Mapped,Australia,SA,,,Australia,,-35.0154136,138.7357668,https://www.openstreetmap.org/node/4671719161,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4671719161,2026-09-01T07:48:20.085579Z
OPSM,opsm-2961,,Vision Hub Aberfoyle Park by OPSM,Active,Australia,SA,Aberfoyle Park,5159,"Shop 31/130-150 Hub Drive, Aberfoyle Park, SA, 5159",(08)83706588,-35.07489,138.59267,https://www.opsm.com.au/en/opsm-au/find-store,"Kids Vision Centre, Collect & Return",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-1155,,OPSM Elizabeth,Active,Australia,SA,Elizabeth,5112,"50 Elizabeth Way, Elizabeth, SA, 5112",(08) 8252 1255,-34.71849,138.66765,https://www.opsm.com.au/en/opsm-au/find-store,"Kids Vision Centre, Collect & Return",false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-1468,,OPSM Golden Grove,Active,Australia,SA,Golden Grove,5125,"Cnr The Golden Way & The Grove Way, Golden Grove, SA, 5125",(08) 8289 3544,-34.79034,138.69436,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Specsavers,specsavers-3524,,Kilkenny,Active,Australia,SA,Kilkenny,5009,"Arndale Central, Shop 76-78/470 Torrens Road, Kilkenny, SA, 5009",(08) 8244 0611,-34.874546,138.54938,https://www.specsavers.com.au/stores/kilkenny,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/kilkenny,2026-09-01T23:21:29.969Z
Specsavers,specsavers-3458,,Mt Barker Central,Active,Australia,SA,Mount Barker,5251,"Shop 9, 10 & 11A, Mt Barker Central SC, McLaren Street, Mount Barker, SA, 5251",(08) 8391 3588,-35.065285,138.85985,https://www.specsavers.com.au/stores/mtbarker,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/mtbarker,2026-09-01T23:21:29.969Z
Specsavers,specsavers-3412,,Mt Gambier,Active,Australia,SA,Mount Gambier,5290,"40 Commercial St W, Mount Gambier, SA, 5290",(08) 8723 0274,-37.827724,140.77898,https://www.specsavers.com.au/stores/mtgambier,Optometry; Audiology,true,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.specsavers.com.au/stores/mtgambier,2026-09-01T23:21:29.969Z
George & Matilda,george-matilda-451,,George & Matilda Eyecare for Fleurieu Optometrists,Active,Australia,SA,Normanville,5204,"69B, Main South Road, Normanville, SA, 5204, Australia",(08) 8558 2600,-35.4478236,138.3173163,https://georgeandmatilda.com.au/stores/optometrist-normanville-sa/,,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://georgeandmatilda.com.au/find-a-store/,2026-09-02T12:40:25.820359+00:00
Specsavers,specsavers-3415,,Norwood Place,Active,Australia,SA,Norwood,5067,"Shop 22 & 22A Norwood Place, 161 â€“ 169 The Parade, Norwood, SA, 5067",(08) 8332 1640,-34.920547,138.63542,https://www.specsavers.com.au/stores/norwood,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/norwood,2026-09-01T23:21:29.969Z
OPSM,opsm-2962,,Vision Hub Pasadena by OPSM,Active,Australia,SA,Pasadena,5042,"Shop 22/20 Five Ash Drive, Pasadena, SA, 5042",(08) 8277 8595,-35.00053,138.58704,https://www.opsm.com.au/en/opsm-au/find-store,"Kids Vision Centre, Collect & Return",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
OPSM,opsm-1514,,OPSM Seaford,Active,Australia,SA,Seaford,5169,"Commercial Rd & The Prde, Seaford, SA, 5169",(08) 8386 3400,-35.18854,138.47908,https://www.opsm.com.au/en/opsm-au/find-store,"Kids Vision Centre, Collect & Return",false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Specsavers,specsavers-3642,,Seaford,Active,Australia,SA,Seaford,5169,"108 Commercial Road, Shop 15, Seaford Central,, Seaford, SA, 5169",(08) 7260 3033,-35.189983,138.47917,https://www.specsavers.com.au/stores/seaford,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/seaford,2026-09-01T23:21:29.969Z
OPSM,opsm-2930,,OPSM Brickworks,Active,Australia,SA,Torrensville,5031,"Cnr South Rd & Ashwin Prde, Torrensville, SA, 5031",(08) 8305 1020,-34.91373,138.56479,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Specsavers,specsavers-3573,,Victor Central,Active,Australia,SA,Victor Harbor,5211,"Victor Central, Shop 15-17/21-37 Torrens Street, Victor Harbor, SA, 5211",(08) 8552 8522,-35.55307,138.62032,https://www.specsavers.com.au/stores/victor-harbor,Optometry; Audiology,true,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.specsavers.com.au/stores/victor-harbor,2026-09-01T23:21:29.969Z
OPSM,opsm-1583,,OPSM Whyalla,Active,Australia,SA,Whyalla,5608,"Nicolson Ave, Whyalla, SA, 5608",(08) 8645 2722,-33.0278,137.53215,https://www.opsm.com.au/en/opsm-au/find-store,Collect & Return,false,,,Main Street / Street-front,Low,Official address contains street evidence but needs review,,,,,Unknown,https://www.opsm.com.au/en/opsm-au/find-store,2026-09-01T07:42:23+00:00
Independent / Other optical,independent-other-optical-osm-au-node-12319412167,,Bupa,Mapped,Australia,TAS,,,Australia,,-42.8823153,147.3262385,https://www.openstreetmap.org/node/12319412167,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/12319412167,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-10657322959,,Bupa Optical,Mapped,Australia,TAS,,,Australia,,-42.8822524,147.3263596,https://www.openstreetmap.org/node/10657322959,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/10657322959,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-2597738483,,Davis Eye Care,Mapped,Australia,TAS,,,Australia,,-41.1601507,146.5405804,https://www.openstreetmap.org/node/2597738483,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/2597738483,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-9988342653,,Davis Eyecare,Mapped,Australia,TAS,,,Australia,,-41.180158,146.3614967,https://www.openstreetmap.org/node/9988342653,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/9988342653,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-2678282621,,Eyelines,Mapped,Australia,TAS,,,Australia,,-41.0521419,145.9052447,https://www.openstreetmap.org/node/2678282621,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/2678282621,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-9882917847,,Optometry Tasmania,Mapped,Australia,TAS,,,Australia,,-42.8986159,147.3294074,https://www.openstreetmap.org/node/9882917847,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/9882917847,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-2376749009,,Optomeyes,Mapped,Australia,TAS,,,Australia,,-42.8958234,147.3285659,https://www.openstreetmap.org/node/2376749009,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/2376749009,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-3148788170,,Optomeyes,Mapped,Australia,TAS,,,Australia,,-40.9900644,145.7254755,https://www.openstreetmap.org/node/3148788170,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/3148788170,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-3919500461,,Total Eyecare,Mapped,Australia,TAS,,,Australia,,-42.7811602,147.0617806,https://www.openstreetmap.org/node/3919500461,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/3919500461,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-4613613189,,Total Eyecare,Mapped,Australia,TAS,,,Australia,,-42.8828832,147.3297125,https://www.openstreetmap.org/node/4613613189,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4613613189,2026-09-01T07:48:20.085579Z
Oscar Wylee,oscar-wylee-110,,Launceston,Active,Australia,TAS,Launceston,7250,"Shop 1, 82 Brisbane Street, Launceston, TAS 7250",(03) 6778 5159,-41.436586400268,147.13946731132,https://www.oscarwylee.com.au/locations/locations/optometrist-launceston.html,"Comprehensive eye tests, Prescription glasses, Sunglasses",false,,,Shopping Centre,Medium,Official address uses a shop/level format; venue name requires review,,,,,Unknown,https://www.oscarwylee.com.au/locations/locations/optometrist-launceston.html,2026-09-01T07:43:15+00:00
Independent / Other optical,independent-other-optical-osm-au-node-2365319231,,Total Eyecare Optometrists,Mapped,Australia,TAS,Sandy Bay,7005,"9 Magnet Court, Sandy Bay, 7005, Australia",+61 3 6223 5940,-42.8948109,147.3276045,https://totaleyecare.com.au/,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/2365319231,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-provision-17873,provision,Total Eyecare Sandy Bay,Active,Australia,TAS,Sandy Bay,7005,"18 Magnet Court, Sandy Bay, Tasmania, 7005",,-42.894941,147.3280534,https://www.provision.com.au/practice/total-eyecare-sandy-bay/,,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.provision.com.au/search-results/,2026-09-02T12:40:25.820359+00:00
Independent / Other optical,independent-other-optical-osm-ne-node-4584902719,,Vivian Optometrists,Mapped,New Zealand,Taranaki,,,New Zealand,,-39.0610255,174.0709083,https://www.openstreetmap.org/node/4584902719,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4584902719,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-12121721359,,1001 Optical,Mapped,Australia,VIC,,,Australia,,-37.8196033,145.1208408,https://www.openstreetmap.org/node/12121721359,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/12121721359,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-4066348933,,Amca,Mapped,Australia,VIC,,,Australia,,-37.837465,145.1107427,https://www.openstreetmap.org/node/4066348933,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/4066348933,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-6457257749,,Blue Frog Optics,Mapped,Australia,VIC,,,Australia,,-34.1841549,142.1618395,https://www.openstreetmap.org/node/6457257749,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/6457257749,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-node-5152973323,,Boroondara Eye Care,Mapped,Australia,VIC,,,Australia,,-37.7921923,145.0930959,https://www.openstreetmap.org/node/5152973323,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/node/5152973323,2026-09-01T07:48:20.085579Z
Independent / Other optical,independent-other-optical-osm-au-way-1550521169,,Bulleen Eyecare,Mapped,Australia,VIC,,,Australia,,-37.7658978,145.0918238,https://www.openstreetmap.org/way/1550521169,Optical / optician listing,false,,,Unclassified,Low,Insufficient official venue or street evidence,,,,,Unknown,https://www.openstreetmap.org/way/1550521169,2026-09-01T07:48:20.085579Z
